director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
Steven Shainberg,Robert Downey Jr.,Ty Burrell,Matt Servitto,BiographyDramaRomance,fur: an imaginary portrait of diane arbus,Robert Downey Jr. Ty Burrell Matt Servitto Steven Shainberg BiographyDramaRomance
Neil Burger,Rufus Sewell,Eddie Marsan,Jake Wood,DramaMysteryRomanceThriller,the illusionist,Rufus Sewell Eddie Marsan Jake Wood Neil Burger DramaMysteryRomanceThriller
Oliver Stone,Hal Holbrook,Tamara Tunie,James Karen,CrimeDrama,wall street,Hal Holbrook Tamara Tunie James Karen Oliver Stone CrimeDrama
Ang Lee,Alan Rickman,Kate Winslet,Tom Wilkinson,DramaRomance,sense and sensibility,Alan Rickman Kate Winslet Tom Wilkinson Ang Lee DramaRomance
Julian Jarrold,Anne Hathaway,Julie Walters,Laurence Fox,BiographyDramaRomance,becoming jane,Anne Hathaway Julie Walters Laurence Fox Julian Jarrold BiographyDramaRomance
Joe Nussbaum,Danny Strong,Matt Long,Samm Levine,ComedyRomance,sydney white,Danny Strong Matt Long Samm Levine Joe Nussbaum ComedyRomance
Vadim Perelman,Frances Fisher,Kim Dickens,Ron Eldard,Drama,house of sand and fog,Frances Fisher Kim Dickens Ron Eldard Vadim Perelman Drama
Peter Weir,Robin Williams,Josh Charles,Kurtwood Smith,ComedyDrama,dead poets society,Robin Williams Josh Charles Kurtwood Smith Peter Weir ComedyDrama
Peter Farrelly,Lauren Holly,Mike Starr,Teri Garr,Comedy,dumb & dumber,Lauren Holly Mike Starr Teri Garr Peter Farrelly Comedy
Rob Reiner,Bruno Kirby,Gretchen Palmer,Harley Jane Kozak,ComedyDramaRomance,when harry met sally...,Bruno Kirby Gretchen Palmer Harley Jane Kozak Rob Reiner ComedyDramaRomance
Sidney Lumet,Charlotte Rampling,James Mason,Jack Warden,Drama,the verdict,Charlotte Rampling James Mason Jack Warden Sidney Lumet Drama
Todd Phillips,Ethan Suplee,Rachel Blanchard,Paulo Costanzo,Comedy,road trip,Ethan Suplee Rachel Blanchard Paulo Costanzo Todd Phillips Comedy
Brian Robbins,Paul Walker,Ron Lester,Mark Walters,ComedyDramaRomanceSport,varsity blues,Paul Walker Ron Lester Mark Walters Brian Robbins ComedyDramaRomanceSport
Michel Hazanavicius,Bérénice Bejo,Ed Lauter,Beth Grant,ComedyDramaRomance,the artist,Bérénice Bejo Ed Lauter Beth Grant Michel Hazanavicius ComedyDramaRomance
Wes Anderson,Bruce Willis,Bill Murray,Bob Balaban,AdventureComedyDramaRomance,moonrise kingdom,Bruce Willis Bill Murray Bob Balaban Wes Anderson AdventureComedyDramaRomance
Jonathan Liebesman,Matt Bomer,Jordana Brewster,Lew Temple,Horror,the texas chainsaw massacre: the beginning,Matt Bomer Jordana Brewster Lew Temple Jonathan Liebesman Horror
Cyrus Nowrasteh,Clive Russell,Vincent Walsh,Finn Ireland,Drama,the young messiah,Clive Russell Vincent Walsh Finn Ireland Cyrus Nowrasteh Drama
Perry Andelin Blake,Jennifer Esposito,Kenan Thompson,James Brolin,ComedyFamily,the master of disguise,Jennifer Esposito Kenan Thompson James Brolin Perry Andelin Blake ComedyFamily
Guillermo del Toro,Ivana Baquero,Maribel Verdú,Sergi López,DramaFantasyWar,pan's labyrinth,Ivana Baquero Maribel Verdú Sergi López Guillermo del Toro DramaFantasyWar
unknown,Joel Courtney,Jessika Van,Riley Smith,DramaFantasyMysteryThriller,the messengers            ,Joel Courtney Jessika Van Riley Smith unknown DramaFantasyMysteryThriller
John Whitesell,Leslie Bibb,Angus T. Jones,Paul Sorvino,ActionComedyCrimeFamily,see spot run,Leslie Bibb Angus T. Jones Paul Sorvino John Whitesell ActionComedyCrimeFamily
John Singleton,Mo'Nique,Snoop Dogg,Angell Conwell,CrimeDramaRomanceThriller,baby boy,Mo'Nique Snoop Dogg Angell Conwell John Singleton CrimeDramaRomanceThriller
Christian E. Christiansen,Leighton Meester,Danneel Ackles,Frances Fisher,DramaHorrorThriller,the roommate,Leighton Meester Danneel Ackles Frances Fisher Christian E. Christiansen DramaHorrorThriller
Dennie Gordon,Brittany Daniel,Erik Per Sullivan,Fred Ward,AdventureComedyDrama,joe dirt,Brittany Daniel Erik Per Sullivan Fred Ward Dennie Gordon AdventureComedyDrama
Sheldon Lettich,Bolo Yeung,Alonna Shaw,Kamel Krifa,ActionCrime,double impact,Bolo Yeung Alonna Shaw Kamel Krifa Sheldon Lettich ActionCrime
Edgar Wright,Bill Bailey,Joe Cornish,Billie Whitelaw,ActionComedyMystery,hot fuzz,Bill Bailey Joe Cornish Billie Whitelaw Edgar Wright ActionComedyMystery
Diane English,Jada Pinkett Smith,Debi Mazar,Debra Messing,ComedyDrama,the women,Jada Pinkett Smith Debi Mazar Debra Messing Diane English ComedyDrama
Woody Allen,Scarlett Johansson,Kevin Dunn,Christopher Evan Welch,DramaRomance,vicky cristina barcelona,Scarlett Johansson Kevin Dunn Christopher Evan Welch Woody Allen DramaRomance
Peter Flinth,Gustaf Skarsgård,Michael Nyqvist,Vincent Perez,ActionAdventureDramaRomanceWar,arn: the knight templar,Gustaf Skarsgård Michael Nyqvist Vincent Perez Peter Flinth ActionAdventureDramaRomanceWar
Jon Lucas,Mila Kunis,Jay Hernandez,Jada Pinkett Smith,Comedy,bad moms,Mila Kunis Jay Hernandez Jada Pinkett Smith Jon Lucas Comedy
Robert Iscove,Alyson Hannigan,Amanda Detmer,Tsianina Joelson,ComedyDramaRomance,boys and girls,Alyson Hannigan Amanda Detmer Tsianina Joelson Robert Iscove ComedyDramaRomance
Peter Kosminsky,Patrick Fugit,Cole Hauser,Marc Donato,Drama,white oleander,Patrick Fugit Cole Hauser Marc Donato Peter Kosminsky Drama
Karyn Kusama,J.K. Simmons,Amy Sedaris,Cynthia Stevenson,ComedyFantasyHorror,jennifer's body,J.K. Simmons Amy Sedaris Cynthia Stevenson Karyn Kusama ComedyFantasyHorror
Nick Gomez,Will Ferrell,Jamie Lee Curtis,Tracey Walter,ComedyCrimeMystery,drowning mona,Will Ferrell Jamie Lee Curtis Tracey Walter Nick Gomez ComedyCrimeMystery
Woody Allen,Mike Starr,Don Pardo,Julie Kavner,Comedy,radio days,Mike Starr Don Pardo Julie Kavner Woody Allen Comedy
Vic Armstrong,Nicolas Cage,Lea Thompson,Quinton Aaron,ActionDramaFantasyMysteryThriller,left behind,Nicolas Cage Lea Thompson Quinton Aaron Vic Armstrong ActionDramaFantasyMysteryThriller
Allen Coulter,Robert Pattinson,Lena Olin,Ruby Jerins,DramaRomance,remember me,Robert Pattinson Lena Olin Ruby Jerins Allen Coulter DramaRomance
Clare Kilner,Dylan Baker,Alexandra Holden,Trent Ford,ComedyDramaRomance,how to deal,Dylan Baker Alexandra Holden Trent Ford Clare Kilner ComedyDramaRomance
Richard Benjamin,Jon Lovitz,Alyson Hannigan,Tony Jay,ComedyRomanceSci-Fi,my stepmother is an alien,Jon Lovitz Alyson Hannigan Tony Jay Richard Benjamin ComedyRomanceSci-Fi
Jonathan Demme,Denzel Washington,Tom Hanks,Jason Robards,Drama,philadelphia,Denzel Washington Tom Hanks Jason Robards Jonathan Demme Drama
Josef Rusnak,Gretchen Mol,Craig Bierko,Brad William Henke,MysterySci-FiThriller,the thirteenth floor,Gretchen Mol Craig Bierko Brad William Henke Josef Rusnak MysterySci-FiThriller
Lance Rivera,Farrah Fawcett,Vincent Pastore,Jenifer Lewis,Comedy,the cookout,Farrah Fawcett Vincent Pastore Jenifer Lewis Lance Rivera Comedy
Ronald Neame,Martin Landau,Karl Malden,Brian Keith,ActionDramaSci-FiThriller,meteor,Martin Landau Karl Malden Brian Keith Ronald Neame ActionDramaSci-FiThriller
Bruce Paltrow,Lochlyn Munro,Marian Seldes,Huey Lewis,ComedyDramaMusic,duets,Lochlyn Munro Marian Seldes Huey Lewis Bruce Paltrow ComedyDramaMusic
Woody Allen,Woody Allen,Debra Messing,Treat Williams,ComedyRomance,hollywood ending,Woody Allen Debra Messing Treat Williams Woody Allen ComedyRomance
Adam Rifkin,Natasha Lyonne,Lin Shaye,Shannon Tweed,ComedyMusic,detroit rock city,Natasha Lyonne Lin Shaye Shannon Tweed Adam Rifkin ComedyMusic
Russell Mulcahy,Christopher Lambert,Jon Polito,Celia Imrie,ActionAdventureFantasy,highlander,Christopher Lambert Jon Polito Celia Imrie Russell Mulcahy ActionAdventureFantasy
Susanne Bier,Alison Lohman,Omar Benson Miller,Robin Weigert,Drama,things we lost in the fire,Alison Lohman Omar Benson Miller Robin Weigert Susanne Bier Drama
Kenneth Johnson,Charles Napier,Annabeth Gish,Hill Harper,ActionCrimeSci-Fi,steel,Charles Napier Annabeth Gish Hill Harper Kenneth Johnson ActionCrimeSci-Fi
James Gray,Jeremy Renner,Dagmara Dominczyk,Angela Sarafyan,DramaRomance,the immigrant,Jeremy Renner Dagmara Dominczyk Angela Sarafyan James Gray DramaRomance
James Ivory,Vanessa Redgrave,Natasha Richardson,Lynn Redgrave,DramaHistoryRomanceWar,the white countess,Vanessa Redgrave Natasha Richardson Lynn Redgrave James Ivory DramaHistoryRomanceWar
Jessy Terrero,Mo'Nique,Snoop Dogg,Tom Arnold,Comedy,soul plane,Mo'Nique Snoop Dogg Tom Arnold Jessy Terrero Comedy
Dany Boon,Dany Boon,Kad Merad,Michel Galabru,ComedyRomance,welcome to the sticks,Dany Boon Kad Merad Michel Galabru Dany Boon ComedyRomance
Vicente Amorim,Viggo Mortensen,Jodie Whittaker,Steven Mackintosh,DramaRomanceWar,good,Viggo Mortensen Jodie Whittaker Steven Mackintosh Vicente Amorim DramaRomanceWar
Gaspar Noé,Paz de la Huerta,Emily Alyn Lind,Olly Alexander,DramaFantasy,enter the void,Paz de la Huerta Emily Alyn Lind Olly Alexander Gaspar Noé DramaFantasy
Lasse Hallström,Cary-Hiroyuki Tagawa,Sarah Roemer,Joan Allen,DramaFamily,hachi: a dog's tale,Cary-Hiroyuki Tagawa Sarah Roemer Joan Allen Lasse Hallström DramaFamily
Jérôme Salle,Orlando Bloom,Tanya van Graan,Conrad Kemp,CrimeDramaThriller,zulu,Orlando Bloom Tanya van Graan Conrad Kemp Jérôme Salle CrimeDramaThriller
Tommy Lee Jones,Barry Corbin,Tim Blake Nelson,Miranda Otto,DramaWestern,the homesman,Barry Corbin Tim Blake Nelson Miranda Otto Tommy Lee Jones DramaWestern
Jesse Vaughan,Vivica A. Fox,Jenifer Lewis,Kevin Pollak,ComedyDramaRomanceSport,juwanna mann,Vivica A. Fox Jenifer Lewis Kevin Pollak Jesse Vaughan ComedyDramaRomanceSport
unknown,Steven Van Zandt,Trond Fausa,Tommy Karlsen,ComedyCrimeDrama,lilyhammer            ,Steven Van Zandt Trond Fausa Tommy Karlsen unknown ComedyCrimeDrama
Atom Egoyan,David Alpay,Marie-Josée Croze,Charles Aznavour,DramaWar,ararat,David Alpay Marie-Josée Croze Charles Aznavour Atom Egoyan DramaWar
William Bindley,Bruce Dern,Jake Lloyd,William Shockley,DramaSport,madison,Bruce Dern Jake Lloyd William Shockley William Bindley DramaSport
Wayne Beach,Mekhi Phifer,LL Cool J,Fisher Stevens,DramaMysteryThriller,slow burn,Mekhi Phifer LL Cool J Fisher Stevens Wayne Beach DramaMysteryThriller
Gérard Krawczyk,Carole Bouquet,Ryôko Hirosue,Michel Muller,ActionComedyCrimeDramaThriller,wasabi,Carole Bouquet Ryôko Hirosue Michel Muller Gérard Krawczyk ActionComedyCrimeDramaThriller
James Gunn,Dustin Milligan,Gregg Henry,Tania Saulnier,ComedyHorrorSci-Fi,slither,Dustin Milligan Gregg Henry Tania Saulnier James Gunn ComedyHorrorSci-Fi
Martin Brest,Judge Reinhold,Ronny Cox,James Russo,ActionComedyCrime,beverly hills cop,Judge Reinhold Ronny Cox James Russo Martin Brest ActionComedyCrime
Chris Columbus,Macaulay Culkin,Devin Ratray,Catherine O'Hara,ComedyFamily,home alone,Macaulay Culkin Devin Ratray Catherine O'Hara Chris Columbus ComedyFamily
Leonard Nimoy,Tom Selleck,Ted Danson,Steve Guttenberg,ComedyDramaFamily,3 men and a baby,Tom Selleck Ted Danson Steve Guttenberg Leonard Nimoy ComedyDramaFamily
Sydney Pollack,Bill Murray,Sydney Pollack,Teri Garr,ComedyDramaRomance,tootsie,Bill Murray Sydney Pollack Teri Garr Sydney Pollack ComedyDramaRomance
Tony Scott,Tom Cruise,Tom Skerritt,Adrian Pasdar,ActionDramaRomance,top gun,Tom Cruise Tom Skerritt Adrian Pasdar Tony Scott ActionDramaRomance
Ang Lee,Chen Chang,Pei-Pei Cheng,Sihung Lung,ActionDramaRomance,"crouching tiger, hidden dragon",Chen Chang Pei-Pei Cheng Sihung Lung Ang Lee ActionDramaRomance
Sam Mendes,Kevin Spacey,Peter Gallagher,Ara Celi,Drama,american beauty,Kevin Spacey Peter Gallagher Ara Celi Sam Mendes Drama
Tom Hooper,Colin Firth,Jennifer Ehle,Derek Jacobi,BiographyDramaHistoryRomance,the king's speech,Colin Firth Jennifer Ehle Derek Jacobi Tom Hooper BiographyDramaHistoryRomance
Ivan Reitman,Kelly Preston,Tony Jay,Hugh O'Brian,ComedyCrime,twins,Kelly Preston Tony Jay Hugh O'Brian Ivan Reitman ComedyCrime
unknown,Bex Taylor-Klaus,Bobby Campo,Jason Wiles,CrimeDramaHorrorMysteryThriller,scream: the tv series            ,Bex Taylor-Klaus Bobby Campo Jason Wiles unknown CrimeDramaHorrorMysteryThriller
Udayan Prasad,Kristen Stewart,Eddie Redmayne,William Hurt,DramaRomance,the yellow handkerchief,Kristen Stewart Eddie Redmayne William Hurt Udayan Prasad DramaRomance
Steven Spielberg,Oprah Winfrey,Rae Dawn Chong,Dana Ivey,Drama,the color purple,Oprah Winfrey Rae Dawn Chong Dana Ivey Steven Spielberg Drama
JK Youn,Nicole Dionne,Ji-won Ha,Kyung-gu Sol,ActionComedyDramaThriller,tidal wave,Nicole Dionne Ji-won Ha Kyung-gu Sol JK Youn ActionComedyDramaThriller
Morten Tyldum,Benedict Cumberbatch,Rory Kinnear,Allen Leech,BiographyDramaThrillerWar,the imitation game,Benedict Cumberbatch Rory Kinnear Allen Leech Morten Tyldum BiographyDramaThrillerWar
Howard Zieff,Eileen Brennan,Albert Brooks,Alan Oppenheimer,ComedyWar,private benjamin,Eileen Brennan Albert Brooks Alan Oppenheimer Howard Zieff ComedyWar
Michael Apted,Sissy Spacek,Beverly D'Angelo,Levon Helm,BiographyDramaMusicMusical,coal miner's daughter,Sissy Spacek Beverly D'Angelo Levon Helm Michael Apted BiographyDramaMusicMusical
Thor Freudenthal,Chloë Grace Moretz,Zachary Gordon,Rachael Harris,ComedyFamily,diary of a wimpy kid,Chloë Grace Moretz Zachary Gordon Rachael Harris Thor Freudenthal ComedyFamily
Andrés Muschietti,Javier Botet,Megan Charpentier,Isabelle Nélisse,FantasyHorror,mama,Javier Botet Megan Charpentier Isabelle Nélisse Andrés Muschietti FantasyHorror
Harold Ramis,Beverly D'Angelo,Randy Quaid,Jane Krakowski,AdventureComedy,national lampoon's vacation,Beverly D'Angelo Randy Quaid Jane Krakowski Harold Ramis AdventureComedy
Jeff Tremaine,Jackson Nicoll,Georgina Cates,Grasie Mercedes,Comedy,bad grandpa,Jackson Nicoll Georgina Cates Grasie Mercedes Jeff Tremaine Comedy
Stephen Frears,Roger Allam,Sylvia Syms,Alex Jennings,BiographyDrama,the queen,Roger Allam Sylvia Syms Alex Jennings Stephen Frears BiographyDrama
Tim Burton,Catherine O'Hara,Jeffrey Jones,Glenn Shadix,ComedyFantasy,beetlejuice,Catherine O'Hara Jeffrey Jones Glenn Shadix Tim Burton ComedyFantasy
Tyler Perry,Michael Jai White,Tasha Smith,Lamman Rucker,ComedyDrama,why did i get married?,Michael Jai White Tasha Smith Lamman Rucker Tyler Perry ComedyDrama
Gillian Armstrong,Christian Bale,Kirsten Dunst,Eric Stoltz,DramaFamilyRomance,little women,Christian Bale Kirsten Dunst Eric Stoltz Gillian Armstrong DramaFamilyRomance
James Watkins,Daniel Radcliffe,Roger Allam,Jessica Raine,DramaFantasyHorrorThriller,the woman in black,Daniel Radcliffe Roger Allam Jessica Raine James Watkins DramaFantasyHorrorThriller
Simon West,Madeline Carroll,Tessa Thompson,Brian Geraghty,HorrorThriller,when a stranger calls,Madeline Carroll Tessa Thompson Brian Geraghty Simon West HorrorThriller
Michael Cimino,Robert De Niro,Meryl Streep,John Savage,DramaWar,the deer hunter,Robert De Niro Meryl Streep John Savage Michael Cimino DramaWar
Barry Levinson,Robert De Niro,Kirsten Dunst,John Michael Higgins,ComedyDrama,wag the dog,Robert De Niro Kirsten Dunst John Michael Higgins Barry Levinson ComedyDrama
Jim Fall,Clayton Snyder,Adam Lamberg,Alex Borstein,AdventureComedyFamilyMusicRomance,the lizzie mcguire movie,Clayton Snyder Adam Lamberg Alex Borstein Jim Fall AdventureComedyFamilyMusicRomance
Michael Dougherty,Adam Scott,Conchata Ferrell,Allison Tolman,ComedyFantasyHorror,krampus,Adam Scott Conchata Ferrell Allison Tolman Michael Dougherty ComedyFantasyHorror
Robert Rodriguez,Jordana Brewster,Salma Hayek,Clea DuVall,HorrorMysterySci-Fi,the faculty,Jordana Brewster Salma Hayek Clea DuVall Robert Rodriguez HorrorMysterySci-Fi
Brian Gibson,Rae'Ven Kelly,Virginia Capers,Dororthy Thorton,BiographyDramaMusic,what's love got to do with it,Rae'Ven Kelly Virginia Capers Dororthy Thorton Brian Gibson BiographyDramaMusic
James Mangold,Robert De Niro,Sylvester Stallone,Janeane Garofalo,CrimeDramaThriller,cop land,Robert De Niro Sylvester Stallone Janeane Garofalo James Mangold CrimeDramaThriller
Joel Gallen,Chris Evans,JoAnna Garcia Swisher,Mia Kirshner,Comedy,not another teen movie,Chris Evans JoAnna Garcia Swisher Mia Kirshner Joel Gallen Comedy
David Ayer,Jake Gyllenhaal,Anna Kendrick,America Ferrera,CrimeDramaThriller,end of watch,Jake Gyllenhaal Anna Kendrick America Ferrera David Ayer CrimeDramaThriller
Cameron Crowe,Emma Stone,Bradley Cooper,Bill Murray,ComedyDramaRomance,aloha,Emma Stone Bradley Cooper Bill Murray Cameron Crowe ComedyDramaRomance
Rob Cohen,Paul Walker,Leslie Bibb,William Petersen,ActionCrimeDramaThriller,the skulls,Paul Walker Leslie Bibb William Petersen Rob Cohen ActionCrimeDramaThriller
James Marsh,Eddie Redmayne,Emily Watson,Simon McBurney,BiographyDramaRomance,the theory of everything,Eddie Redmayne Emily Watson Simon McBurney James Marsh BiographyDramaRomance
John Whitesell,Greg Grunberg,Regina Hall,Blair Underwood,ComedyCrime,malibu's most wanted,Greg Grunberg Regina Hall Blair Underwood John Whitesell ComedyCrime
Matt Williams,Natalie Portman,James Frain,Stockard Channing,ComedyDramaRomance,where the heart is,Natalie Portman James Frain Stockard Channing Matt Williams ComedyDramaRomance
David Lean,Claude Rains,José Ferrer,Jack Hawkins,AdventureBiographyDramaHistoryWar,lawrence of arabia,Claude Rains José Ferrer Jack Hawkins David Lean AdventureBiographyDramaHistoryWar
Jean-Marc Vallée,Michiel Huisman,Kevin Rankin,Gaby Hoffmann,AdventureBiographyDrama,wild,Michiel Huisman Kevin Rankin Gaby Hoffmann Jean-Marc Vallée AdventureBiographyDrama
Clare Kilner,Jack Davenport,Debra Messing,Holland Taylor,ComedyRomance,the wedding date,Jack Davenport Debra Messing Holland Taylor Clare Kilner ComedyRomance
Rick Rosenthal,Jamie Lee Curtis,Thomas Ian Nicholas,Bianca Kajlich,ComedyHorrorThriller,halloween: resurrection,Jamie Lee Curtis Thomas Ian Nicholas Bianca Kajlich Rick Rosenthal ComedyHorrorThriller
Louis Leterrier,Liam Neeson,Jason Flemyng,Alexa Davalos,ActionAdventureFantasy,clash of the titans,Liam Neeson Jason Flemyng Alexa Davalos Louis Leterrier ActionAdventureFantasy
Rob Reiner,Robin Wright,Carol Kane,André the Giant,AdventureFamilyFantasyRomance,the princess bride,Robin Wright Carol Kane André the Giant Rob Reiner AdventureFamilyFantasyRomance
Denzel Washington,Denzel Washington,Jurnee Smollett-Bell,John Heard,BiographyDrama,the great debaters,Denzel Washington Jurnee Smollett-Bell John Heard Denzel Washington BiographyDrama
Nicolas Winding Refn,Ryan Gosling,Albert Brooks,Russ Tamblyn,CrimeDrama,drive,Ryan Gosling Albert Brooks Russ Tamblyn Nicolas Winding Refn CrimeDrama
Sara Sugarman,Adam Garcia,Carol Kane,Glenne Headly,ComedyFamilyMusicRomance,confessions of a teenage drama queen,Adam Garcia Carol Kane Glenne Headly Sara Sugarman ComedyFamilyMusicRomance
Nicholas Hytner,Liam Aiken,Tim Daly,Kali Rocha,ComedyDramaRomance,the object of my affection,Liam Aiken Tim Daly Kali Rocha Nicholas Hytner ComedyDramaRomance
Juan Carlos Fresnadillo,Jeremy Renner,Harold Perrineau,Catherine McCormack,DramaHorrorSci-Fi,28 weeks later,Jeremy Renner Harold Perrineau Catherine McCormack Juan Carlos Fresnadillo DramaHorrorSci-Fi
Thomas Carter,Jessie T. Usher,Matthew Daddario,Ser'Darius Blain,DramaFamilySport,when the game stands tall,Jessie T. Usher Matthew Daddario Ser'Darius Blain Thomas Carter DramaFamilySport
Wayne Wang,Cicely Tyson,Luke Benward,Eva Marie Saint,ComedyDramaFamily,because of winn-dixie,Cicely Tyson Luke Benward Eva Marie Saint Wayne Wang ComedyDramaFamily
Gina Prince-Bythewood,Alfre Woodard,Sanaa Lathan,Omar Epps,DramaRomanceSport,love & basketball,Alfre Woodard Sanaa Lathan Omar Epps Gina Prince-Bythewood DramaRomanceSport
George Armitage,Minnie Driver,Michael Cudlitz,Mitchell Ryan,ActionComedyCrimeRomanceThriller,grosse pointe blank,Minnie Driver Michael Cudlitz Mitchell Ryan George Armitage ActionComedyCrimeRomanceThriller
Phil Traill,Bradley Cooper,Katy Mixon,Beth Grant,ComedyRomance,all about steve,Bradley Cooper Katy Mixon Beth Grant Phil Traill ComedyRomance
Joe Berlinger,Kim Director,Erica Leerhsen,Kurt Loder,AdventureFantasyHorrorMysteryThriller,book of shadows: blair witch 2,Kim Director Erica Leerhsen Kurt Loder Joe Berlinger AdventureFantasyHorrorMysteryThriller
